Sample Number (100 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),timeStart (s),timeStartUTC (s),GPSLatitude (deg),GPSLongitude (deg),GPSHeight (m),GPSSat (),Temp (*C),Pressure (Pa),Heigh BME (m),Vbat (V),FR1 (%),FR2 (%),1 (),2 (),Vel (m/s),ALx (g),ALy (g),ALz (g),Agx (deg/s),Agy (deg/s),Agz (deg/s),MagX (Gauss),MagY (Gauss),MagZ (Gauss),TimeNRF (ms),TimeFR (ms),TimeVbat (ms),TimeBME280 (ms),TimeLSM6DSL (ms),TimeLIS3MDL (ms),TimeSdData (ms),quat (Gauss),quat1 (),quat2 (),quat3 (),quatGyro ()
1791,1657110713763,3660566,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91952.0000000,793.0000000,3.20000,101.56000,101.56000,101.00000,0.00000,-22.6952477,-0.7919922,0.7416992,0.2036133,-70.3735352,-336.4257812,-426.5136719,0.0112305,0.5678711,0.5898438,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,1.0000000,26.0000000,0.0000000,0.9636793,-0.0394379,-0.4211827,0.0000000
1792,1657110713773,3660576,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91987.0000000,789.0000000,3.20000,101.56000,101.56000,101.00000,0.00000,-27.2054195,-0.8237305,0.5849609,0.2656250,-45.8374023,-363.7084961,-426.7578125,-0.0112305,0.5551758,0.5766602,15.0000000,0.0000000,1.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9635488,-0.0355682,-0.4252995,0.0000000
1793,1657110713783,3660586,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91987.0000000,789.0000000,3.20000,101.56000,101.56000,101.00000,0.00000,-27.2054195,-0.9892578,0.4711914,0.2651367,-6.9580078,-390.8691406,-426.6357422,-0.0312500,0.5375977,0.5576172,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9635290,-0.0314086,-0.4294063,0.0000000
1794,1657110713793,3660596,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91987.0000000,789.0000000,3.20000,101.56000,101.56000,101.00000,0.00000,-27.2054195,-0.8710938,0.4262695,0.3471680,25.1464844,-400.9399414,-421.0815430,-0.0468750,0.5180664,0.5380859,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9636006,-0.0271419,-0.4334510,0.0000000
1795,1657110713803,3660606,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91987.0000000,789.0000000,3.20000,101.56000,101.56000,101.00000,0.00000,-27.2054195,-0.7871094,0.4794922,0.3388672,70.3735352,-414.9169922,-423.3398438,-0.0590820,0.4995117,0.5185547,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9638006,-0.0227258,-0.4375085,0.0000000
1796,1657110713819,3660622,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91987.0000000,789.0000000,3.20000,101.56000,101.56000,101.00000,0.00000,-25.5255699,-0.7729492,0.3974609,0.3037109,102.0507812,-404.1748047,-422.3022461,-0.0664062,0.4804688,0.4980469,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9642627,-0.0158415,-0.4439662,0.0000000
1797,1657110713829,3660632,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91987.0000000,789.0000000,3.20000,101.56000,101.56000,101.00000,0.00000,-25.5255699,-0.7153320,0.3291016,0.3481445,158.0810547,-388.0004883,-426.2084961,-0.0673828,0.4594727,0.4721680,14.0000000,0.0000000,1.0000000,1.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9647073,-0.0117107,-0.4480279,0.0000000
1798,1657110713839,3660642,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91987.0000000,789.0000000,3.20000,101.56000,101.56000,101.00000,0.00000,-25.5255699,-0.6381836,0.3618164,0.3120117,196.4111328,-369.6289062,-424.8046875,-0.0668945,0.4399414,0.4492188,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9652559,-0.0077757,-0.4520669,0.0000000
1799,1657110713849,3660652,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91987.0000000,789.0000000,3.20000,101.56000,101.56000,101.00000,0.00000,-25.5255699,-0.5986328,0.3950195,0.2568359,220.0927734,-346.4355469,-424.6826172,-0.0620117,0.4257812,0.4301758,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9658656,-0.0040876,-0.4560956,0.0000000
1800,1657110713874,3660677,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91987.0000000,789.0000000,3.20000,101.56000,101.56000,101.00000,0.00000,-25.5255699,-0.5737305,0.4223633,0.2744141,249.8168945,-320.8007812,-423.6450195,-0.0537109,0.4125977,0.4106445,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9675668,0.0044515,-0.4661018,0.0000000
1801,1657110713894,3660697,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2155151,91987.0000000,789.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-25.5255699,-0.5463867,0.4350586,0.2690430,328.0639648,-250.1831055,-420.7763672,-0.0424805,0.4047852,0.3940430,16.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9693080,0.0097792,-0.4740103,0.0000000
1802,1657110713904,3660707,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2155151,92023.0000000,786.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-30.1649742,-0.5307617,0.4916992,0.2460938,380.4321289,-214.8437500,-415.4663086,-0.0283203,0.3999023,0.3793945,16.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9702959,0.0120661,-0.4779007,0.0000000
1803,1657110713914,3660717,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2155151,92023.0000000,786.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-30.1649742,-0.5620117,0.5327148,0.2558594,401.7944336,-198.2421875,-412.9638672,-0.0146484,0.3955078,0.3642578,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9713220,0.0141762,-0.4817584,0.0000000
1804,1657110713924,3660727,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2155151,92023.0000000,786.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-30.1649742,-0.6455078,0.5356445,0.2543945,408.9965820,-182.2509766,-406.4331055,-0.0014648,0.3950195,0.3515625,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9723482,0.0161170,-0.4855460,0.0000000
1805,1657110713934,3660737,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2155151,92023.0000000,786.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-30.1649742,-0.6430664,0.5268555,0.4340820,440.1855469,-175.3540039,-401.3061523,0.0087891,0.4003906,0.3452148,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9734321,0.0179842,-0.4892769,0.0000000
1806,1657110713950,3660753,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2155151,92023.0000000,786.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-28.6872272,-0.7104492,0.5244141,0.2617188,465.3930664,-185.0585938,-401.9165039,0.0185547,0.4077148,0.3398438,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9752169,0.0211363,-0.4952367,0.0000000
1807,1657110713960,3660763,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2155151,92023.0000000,786.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-28.6872272,-0.7509766,0.5527344,0.3115234,509.4604492,-213.1347656,-394.9584961,0.0278320,0.4174805,0.3369141,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9764026,0.0234047,-0.4988856,0.0000000
1808,1657110713970,3660773,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2155151,92023.0000000,786.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-28.6872272,-0.9848633,0.5429688,0.4848633,540.4052734,-215.4541016,-389.9536133,0.0346680,0.4291992,0.3408203,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9776291,0.0256984,-0.5024796,0.0000000
1809,1657110713980,3660783,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2155151,92023.0000000,786.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-28.6872272,-0.7968750,0.5190430,0.3251953,560.6689453,-252.8076172,-387.6953125,0.0380859,0.4423828,0.3471680,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9788672,0.0283891,-0.5060443,0.0000000
1810,1657110714011,3660814,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2155151,92023.0000000,786.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-28.6872272,-1.0214844,0.4667969,0.4648438,589.5385742,-276.6723633,-384.8266602,0.0385742,0.4550781,0.3535156,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9826608,0.0375162,-0.5169585,0.0000000
1811,1657110714031,3660834,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92054.0000000,782.0000000,3.20000,100.58000,101.29000,101.00000,0.00000,-30.6844177,-0.9370117,0.3881836,0.3203125,615.7226562,-308.4716797,-381.0424805,0.0375977,0.4726562,0.3691406,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,33.0000000,0.0000000,0.9850073,0.0440790,-0.5238872,0.0000000
1812,1657110714041,3660844,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92054.0000000,782.0000000,3.20000,100.58000,101.29000,101.00000,0.00000,-30.6844177,-1.0742188,0.3598633,0.1049805,577.8198242,-312.9882812,-382.2021484,0.0336914,0.4882812,0.3881836,15.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,33.0000000,0.0000000,0.9860500,0.0474081,-0.5273491,0.0000000
1813,1657110714051,3660854,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92054.0000000,782.0000000,3.20000,100.58000,101.29000,101.00000,0.00000,-30.6844177,-1.0747070,0.2133789,0.2138672,553.7719727,-298.4008789,-383.7280273,0.0278320,0.5039062,0.4116211,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,0.9870142,0.0505815,-0.5308161,0.0000000
1814,1657110714061,3660864,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92054.0000000,782.0000000,3.20000,100.58000,101.29000,101.00000,0.00000,-30.6844177,-1.1606445,0.0581055,0.0507812,526.2451172,-296.6308594,-383.9721680,0.0205078,0.5170898,0.4375000,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,0.9878988,0.0537351,-0.5342764,0.0000000
1815,1657110714071,3660874,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92054.0000000,782.0000000,3.20000,100.58000,101.29000,101.00000,0.00000,-28.9082947,-0.9028320,0.1372070,0.1147461,488.5864258,-294.1894531,-385.0708008,0.0102539,0.5273438,0.4648438,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,0.9886922,0.0568628,-0.5377376,0.0000000
1816,1657110714088,3660891,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92054.0000000,782.0000000,3.20000,100.58000,101.29000,101.00000,0.00000,-28.9082947,-0.9321289,0.3544922,-0.0493164,466.3696289,-288.1469727,-388.7329102,-0.0004883,0.5332031,0.4882812,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,0.9899229,0.0620685,-0.5436566,0.0000000
1817,1657110714098,3660901,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92054.0000000,782.0000000,3.20000,100.58000,101.29000,101.00000,0.00000,-28.9082947,-1.0410156,0.0507812,-0.1044922,419.4946289,-286.1328125,-394.7143555,-0.0136719,0.5366211,0.5136719,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,33.0000000,0.0000000,0.9905455,0.0651085,-0.5471791,0.0000000
1818,1657110714108,3660911,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92054.0000000,782.0000000,3.20000,100.58000,101.29000,101.00000,0.00000,-28.9082947,-1.0102539,0.1997070,0.0839844,411.9262695,-305.4199219,-397.7661133,-0.0278320,0.5380859,0.5371094,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,0.9911377,0.0683530,-0.5507190,0.0000000
1819,1657110714118,3660921,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92054.0000000,782.0000000,3.20000,100.58000,101.29000,101.00000,0.00000,-28.9082947,-0.9638672,0.0214844,0.0180664,397.6440430,-303.5888672,-402.0385742,-0.0410156,0.5346680,0.5507812,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,0.9916912,0.0715775,-0.5542869,0.0000000
1820,1657110714143,3660946,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92086.0000000,779.0000000,3.20000,100.58000,101.29000,101.00000,0.00000,-30.5562115,-1.1962891,-0.2973633,-0.0024414,375.4882812,-303.0395508,-402.4658203,-0.0522461,0.5288086,0.5649414,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,0.9929274,0.0796208,-0.5631715,0.0000000
1821,1657110714163,3660966,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92086.0000000,779.0000000,3.20000,100.84000,101.21000,101.00000,0.00000,-30.5562115,-1.1611328,-0.1059570,0.1083984,365.5395508,-310.5468750,-412.6586914,-0.0639648,0.5170898,0.5708008,16.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9938214,0.0862110,-0.5704110,0.0000000
1822,1657110714173,3660976,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92086.0000000,779.0000000,3.20000,100.84000,101.21000,101.00000,0.00000,-30.5562115,-1.1118164,-0.3627930,0.1567383,385.4980469,-301.5747070,-422.6684570,-0.0747070,0.5004883,0.5688477,16.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9942687,0.0894098,-0.5741014,0.0000000
1823,1657110714183,3660986,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92086.0000000,779.0000000,3.20000,100.84000,101.21000,101.00000,0.00000,-30.5562115,-1.0659180,-0.2382812,0.1655273,404.7241211,-282.2875977,-424.1333008,-0.0839844,0.4824219,0.5634766,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9947201,0.0924031,-0.5777931,0.0000000
1824,1657110714193,3660996,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92086.0000000,779.0000000,3.20000,100.84000,101.21000,101.00000,0.00000,-26.4255142,-1.0927734,-0.3212891,0.0742188,414.6728516,-253.6010742,-422.7294922,-0.0917969,0.4663086,0.5571289,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9951635,0.0950913,-0.5814608,0.0000000
1825,1657110714203,3661006,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92086.0000000,779.0000000,3.20000,100.84000,101.21000,101.00000,0.00000,-26.4255142,-0.9633789,-0.2880859,0.1499023,435.3637695,-226.8676758,-427.6733398,-0.0971680,0.4497070,0.5483398,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9956081,0.0974960,-0.5851594,0.0000000
1826,1657110714219,3661022,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92086.0000000,779.0000000,3.20000,100.84000,101.21000,101.00000,0.00000,-26.4255142,-1.0659180,-0.3974609,0.1909180,443.3593750,-183.6547852,-430.6030273,-0.1005859,0.4316406,0.5380859,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9962868,0.1006087,-0.5910922,0.0000000
1827,1657110714229,3661032,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2149048,92086.0000000,779.0000000,3.20000,100.84000,101.21000,101.00000,0.00000,-26.4255142,-0.9443359,-0.1708984,0.1303711,452.8198242,-123.4130859,-437.8051758,-0.1030273,0.4116211,0.5268555,14.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9966903,0.1019159,-0.5948456,0.0000000
1828,1657110714239,3661042,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2139893,92121.0000000,776.0000000,3.20000,100.84000,101.21000,101.00000,0.00000,-30.9335709,-0.9052734,-0.2138672,0.1196289,452.2705078,-89.2333984,-438.2934570,-0.1044922,0.3935547,0.5112305,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9970702,0.1028606,-0.5985903,0.0000000
1829,1657110714249,3661052,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2139893,92121.0000000,776.0000000,3.20000,100.84000,101.21000,101.00000,0.00000,-30.9335709,-0.9252930,-0.1962891,0.1396484,454.7729492,-51.4526367,-443.9086914,-0.1035156,0.3774414,0.4970703,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9974289,0.1034060,-0.6023697,0.0000000
1830,1657110714273,3661076,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2139893,92121.0000000,776.0000000,3.20000,100.84000,101.21000,101.00000,0.00000,-30.9335709,-0.8569336,-0.1503906,0.1362305,446.8994141,-5.7983398,-440.9179688,-0.1005859,0.3666992,0.4873047,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9981822,0.1035532,-0.6113247,0.0000000
1831,1657110714294,3661097,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2139893,92121.0000000,776.0000000,3.20000,101.29000,101.20000,101.00000,0.00000,-30.9335709,-0.7993164,-0.1005859,0.1513672,431.8237305,97.3510742,-450.0732422,-0.0952148,0.3559570,0.4770508,16.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9987176,0.1013884,-0.6192576,0.0000000
1832,1657110714304,3661107,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2139893,92121.0000000,776.0000000,3.20000,101.29000,101.20000,101.00000,0.00000,-27.4469986,-0.9580078,-0.0493164,0.1503906,413.8793945,160.5224609,-453.3691406,-0.0898438,0.3442383,0.4663086,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9989310,0.0996881,-0.6230406,0.0000000
1833,1657110714314,3661117,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2139893,92121.0000000,776.0000000,3.20000,101.29000,101.20000,101.00000,0.00000,-27.4469986,-0.9633789,-0.1132812,0.1044922,392.6391602,193.2983398,-456.2988281,-0.0844727,0.3325195,0.4575195,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9991155,0.0976401,-0.6268334,0.0000000
1834,1657110714324,3661127,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2139893,92121.0000000,776.0000000,3.20000,101.29000,101.20000,101.00000,0.00000,-27.4469986,-1.0214844,-0.1689453,-0.0092773,391.8457031,220.3369141,-462.1582031,-0.0800781,0.3222656,0.4516602,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9992822,0.0953054,-0.6306597,0.0000000
1835,1657110714334,3661137,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2139893,92121.0000000,776.0000000,3.20000,101.29000,101.20000,101.00000,0.00000,-27.4469986,-1.0112305,-0.1723633,0.2885742,382.4462891,249.7558594,-464.5385742,-0.0761719,0.3139648,0.4472656,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9994282,0.0926575,-0.6344905,0.0000000
1836,1657110714350,3661153,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2139893,92121.0000000,776.0000000,3.20000,101.29000,101.20000,101.00000,0.00000,-27.4469986,-0.9960938,-0.0498047,0.0117188,366.3940430,268.4326172,-472.7172852,-0.0727539,0.3051758,0.4448242,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9996198,0.0881033,-0.6406943,0.0000000
1837,1657110714360,3661163,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2133789,92154.0000000,772.0000000,3.20000,101.29000,101.20000,101.00000,0.00000,-31.6941528,-1.1123047,-0.2656250,-0.0424805,340.4541016,298.9501953,-477.3559570,-0.0678711,0.2949219,0.4462891,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9997132,0.0849317,-0.6445883,0.0000000
1838,1657110714370,3661173,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2133789,92154.0000000,772.0000000,3.20000,101.29000,101.20000,101.00000,0.00000,-31.6941528,-1.1542969,-0.3251953,0.0190430,328.7353516,311.8896484,-480.5297852,-0.0634766,0.2846680,0.4482422,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9997909,0.0816223,-0.6484914,0.0000000
1839,1657110714380,3661183,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2133789,92154.0000000,772.0000000,3.20000,101.29000,101.20000,101.00000,0.00000,-31.6941528,-1.2163086,-0.3222656,0.0517578,320.9228516,313.7817383,-487.1215820,-0.0610352,0.2763672,0.4511719,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9998549,0.0782919,-0.6524308,0.0000000
1840,1657110714404,3661207,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2133789,92154.0000000,772.0000000,3.20000,101.29000,101.20000,101.00000,0.00000,-31.6941528,-1.2177734,-0.4267578,0.0209961,272.4609375,329.5898438,-481.0791016,-0.0576172,0.2666016,0.4545898,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9999493,0.0698931,-0.6616977,0.0000000
1841,1657110714424,3661227,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2133789,92154.0000000,772.0000000,3.20000,101.36000,101.49000,101.00000,0.00000,-29.0329685,-1.2084961,-0.7094727,-0.0351562,278.9306641,290.7714844,-487.9150391,-0.0512695,0.2558594,0.4584961,15.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9999915,0.0637156,-0.6694518,0.0000000
1842,1657110714434,3661237,41469.0000000,56.4115868,40.9760170,81.0000000,15.0000000,31.2133789,92154.0000000,772.0000000,3.20000,101.36000,101.49000,101.00000,0.00000,-29.0329685,-1.1376953,-0.6987305,-0.1728516,262.5732422,241.0278320,-474.6704102,-0.0415039,0.2451172,0.4614258,15.0000000,1.0000000,0.0000000,1.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9999991,0.0611546,-0.6731976,0.0000000
